name,style,weight,filename,post_script_name,full_name,copyright
Cabin,italic,500,Cabin-MediumItalic.ttf,Cabin-MediumItalic,Cabin Medium Italic,Copyright 2016 The Cabin Project Authors (impallari@gmail.com)
Cabin,normal,600,Cabin-SemiBold.ttf,Cabin-SemiBold,Cabin SemiBold,Copyright 2016 The Cabin Project Authors (impallari@gmail.com)
Cabin,italic,600,Cabin-SemiBoldItalic.ttf,Cabin-SemiBoldItalic,Cabin SemiBold Italic,Copyright 2016 The Cabin Project Authors (impallari@gmail.com)
Cabin,normal,700,Cabin-Bold.ttf,Cabin-Bold,Cabin Bold,Copyright 2016 The Cabin Project Authors (impallari@gmail.com)
Cabin,italic,700,Cabin-BoldItalic.ttf,Cabin-BoldItalic,Cabin Bold Italic,Copyright 2016 The Cabin Project Authors (impallari@gmail.com)
Cabin Condensed,normal,400,CabinCondensed-Regular.ttf,CabinCondensed-Regular,Cabin Condensed,Copyright 2016 The Cabin Project Authors (impallari@gmail.com)
Cabin Condensed,normal,500,CabinCondensed-Medium.ttf,CabinCondensed-Medium,Cabin Condensed Medium,Copyright 2016 The Cabin Project Authors (impallari@gmail.com)
Cabin Condensed,normal,600,CabinCondensed-SemiBold.ttf,CabinCondensed-SemiBold,Cabin Condensed SemiBold,Copyright 2016 The Cabin Project Authors (impallari@gmail.com)
Cabin Condensed,normal,700,CabinCondensed-Bold.ttf,CabinCondensed-Bold,Cabin Condensed Bold,Copyright 2016 The Cabin Project Authors (impallari@gmail.com)
Cabin Sketch,normal,400,CabinSketch-Regular.ttf,CabinSketch-Regular,Cabin Sketch Regular,"Copyright 2011 The Cabin Project Authors (impallari@gmail.com), with Reserved Font Name \Cabin\, \Cabin Sketch\."
Cabin Sketch,normal,700,CabinSketch-Bold.ttf,CabinSketch-Bold,Cabin Sketch Bold,"Copyright 2011 The Cabin Project Authors (impallari@gmail.com), with Reserved Font Name \Cabin\, \Cabin Sketch\."
Caesar Dressing,normal,400,CaesarDressing-Regular.ttf,CaesarDressing-Regular,Caesar Dressing,Copyright (c) 2011 by Open Window (dathanboardman@gmail.com) with Reseved Font Name \Caesar Dressing\
Cagliostro,normal,400,Cagliostro-Regular.ttf,Cagliostro-Regular,Cagliostro Regular,"Copyright (c) 2011 Matthew Desmond (http://www.madtype.com | mattdesmond@gmail.com), with Reserved Font Name \Cagliostro\"
Cairo,normal,200,Cairo-ExtraLight.ttf,Cairo-ExtraLight,Cairo ExtraLight,Copyright 2009 The Cairo Project Authors (gaber@gaberism.net)
Cairo,normal,300,Cairo-Light.ttf,Cairo-Light,Cairo Light,Copyright 2009 The Cairo Project Authors (gaber@gaberism.net)
Cairo,normal,400,Cairo-Regular.ttf,Cairo-Regular,Cairo Regular,Copyright 2009 The Cairo Project Authors (gaber@gaberism.net)
Cairo,normal,600,Cairo-SemiBold.ttf,Cairo-SemiBold,Cairo SemiBold,Copyright 2009 The Cairo Project Authors (gaber@gaberism.net)
Cairo,normal,700,Cairo-Bold.ttf,Cairo-Bold,Cairo Bold,Copyright 2009 The Cairo Project Authors (gaber@gaberism.net)
Cairo,normal,900,Cairo-Black.ttf,Cairo-Black,Cairo Black,Copyright 2009 The Cairo Project Authors (gaber@gaberism.net)
Caladea,normal,400,Caladea-Regular.ttf,Caladea-Regular,Caladea Regular,Copyright 2012 The Caladea Project Authors (https://github.com/huertatipografica/Caladea)
Caladea,italic,400,Caladea-Italic.ttf,Caladea-Italic,Caladea Italic,Copyright 2012 The Caladea Project Authors (https://github.com/huertatipografica/Caladea)
Caladea,normal,700,Caladea-Bold.ttf,Caladea-Bold,Caladea Bold,Copyright 2012 The Caladea Project Authors (https://github.com/huertatipografica/Caladea)
Caladea,italic,700,Caladea-BoldItalic.ttf,Caladea-BoldItalic,Caladea Bold Italic,Copyright 2012 The Caladea Project Authors (https://github.com/huertatipografica/Caladea)
Calistoga,normal,400,Calistoga-Regular.ttf,Calistoga-Regular,Calistoga Regular,Copyright 2019 The Calistoga Project Authors (https://github.com/SorkinType/Calistoga)
Cambay,normal,400,Cambay-Regular.ttf,Cambay-Regular,Cambay Regular,Copyright (c) 2014 Pooja Saxena (www.poojasaxena.in)
Cambay,italic,400,Cambay-Italic.ttf,Cambay-Italic,Cambay Italic,Copyright (c) 2014 Pooja Saxena (www.poojasaxena.in)
Cambay,normal,700,Cambay-Bold.ttf,Cambay-Bold,Cambay Bold,Copyright (c) 2014 Pooja Saxena (www.poojasaxena.in)
Cambay,italic,700,Cambay-BoldItalic.ttf,Cambay-BoldItalic,Cambay Bold Italic,Copyright (c) 2014 Pooja Saxena (www.poojasaxena.in)
Cambo,normal,400,Cambo-Regular.ttf,Cambo-Regular,Cambo,"Copyright (c) 2011, Carolina Giovagnoli (caro@huertatipografica.com.ar), Copyright (c) 2011, Andres Torresi (andres@huertatipografica.com.ar), with Reserved Font Name Cambo."
Candal,normal,400,Candal.ttf,Candal,Candal,"Copyright (c) 2011, Vernon Adams (vern@newtypography.co.uk) with Reserved Font Name 'Candal'. All rights reserved."
Cantarell,normal,400,Cantarell-Regular.ttf,Cantarell-Regular,Cantarell Regular,Copyright (c) 2009 Dave Crossland <dave@lab6.com>
Cantarell,italic,400,Cantarell-Oblique.ttf,Cantarell-Oblique,Cantarell Oblique,Copyright (c) 2009 Dave Crossland <dave@lab6.com>
Cantarell,normal,700,Cantarell-Bold.ttf,Cantarell-Bold,Cantarell Bold,Copyright (c) 2009 Dave Crossland <dave@lab6.com>
Cantarell,italic,700,Cantarell-BoldOblique.ttf,Cantarell-BoldOblique,Cantarell Bold Oblique,Copyright (c) 2009 Dave Crossland <dave@lab6.com>
Cantata One,normal,400,CantataOne-Regular.ttf,CantataOne-Regular,Cantata One,"Copyright (c) 2012, Sorkin Type Co (www.sorkintype.com eben@eyebytes.com), with Reserved Font Name \Cantata\"
Cantora One,normal,400,CantoraOne-Regular.ttf,CantoraOne-Regular,Cantora One,"Copyright (c) 2012, Pablo Impallari (www.impallari.com|impallari@gmail.com), Rodrigo Fuenzalida (www.rfuenzalida.com|hello@rfuenzalida.com) with Reserved Font Name Cantora."
Capriola,normal,400,Capriola-Regular.ttf,Capriola-Regular,Capriola Regular,"Copyright (c) 2012, Sorkin Type Co (www.sorkintype.com eben@eyebytes.com) with Reserved Font Name \Capriola\."
Cardo,normal,400,Cardo-Regular.ttf,Cardo-Regular,Cardo,"Copyright (c) 2002-2011, David J. Perry (hospes02@scholarsfonts.net)"
Cardo,italic,400,Cardo-Italic.ttf,Cardo-Italic,Cardo Italic,"Copyright (c) 2002-2011, David J. Perry (hospes02@scholarsfonts.net)"
Cardo,normal,700,Cardo-Bold.ttf,Cardo-Bold,Cardo Bold,"Copyright (c) 2002-2011, David J. Perry (hospes02@scholarsfonts.net)"
Carme,normal,400,Carme-Regular.ttf,Carme,Carme Regular,"Copyright (c) 2010-2011, Ruben Prol (ipanemagrafica@gmail.com|www.ipanemagrafica.com), with Reserved Font Name Carme."
Carrois Gothic,normal,400,CarroisGothic-Regular.ttf,CarroisGothic-Regular,Carrois Gothic Regular,"Copyright (c) 2011 by Ralph du Carrois, with Reserved Font Name \'Carrois\'"
Carrois Gothic SC,normal,400,CarroisGothicSC-Regular.ttf,CarroisGothicSC-Regular,Carrois Gothic SC Regular,"Copyright (c) 2011 by Ralph du Carrois, with Reserved Font Name \'Carrois\'"
Carter One,normal,400,CarterOne.ttf,CarterOne,Carter One,"Copyright (c) 2011, Vernon Adams (vern@newtypography.co.uk) with Reserved Font Name 'Carter One'. All rights reserved."
Catamaran,normal,100,Catamaran-Thin.ttf,Catamaran-Thin,Catamaran Thin,Copyright 2014 The Catamaran Authors (pria.ravichandran@gmail.com)
Catamaran,normal,200,Catamaran-ExtraLight.ttf,Catamaran-ExtraLight,Catamaran ExtraLight,Copyright 2014 The Catamaran Authors (pria.ravichandran@gmail.com)
Catamaran,normal,300,Catamaran-Light.ttf,Catamaran-Light,Catamaran Light,Copyright 2014 The Catamaran Authors (pria.ravichandran@gmail.com)
Catamaran,normal,400,Catamaran-Regular.ttf,Catamaran-Regular,Catamaran Regular,Copyright 2014 The Catamaran Authors (pria.ravichandran@gmail.com)
Catamaran,normal,500,Catamaran-Medium.ttf,Catamaran-Medium,Catamaran Medium,Copyright 2014 The Catamaran Authors (pria.ravichandran@gmail.com)
Catamaran,normal,600,Catamaran-SemiBold.ttf,Catamaran-SemiBold,Catamaran SemiBold,Copyright 2014 The Catamaran Authors (pria.ravichandran@gmail.com)
Catamaran,normal,700,Catamaran-Bold.ttf,Catamaran-Bold,Catamaran Bold,Copyright 2014 The Catamaran Authors (pria.ravichandran@gmail.com)
Catamaran,normal,800,Catamaran-ExtraBold.ttf,Catamaran-ExtraBold,Catamaran ExtraBold,Copyright 2014 The Catamaran Authors (pria.ravichandran@gmail.com)
Catamaran,normal,900,Catamaran-Black.ttf,Catamaran-Black,Catamaran Black,Copyright 2014 The Catamaran Authors (pria.ravichandran@gmail.com)
Caudex,normal,400,Caudex-Regular.ttf,Caudex,Caudex,Copyright (c) 2011 Hjort Nidudsson (nidud@users.sourceforge.net)
Caudex,italic,400,Caudex-Italic.ttf,Caudex-Italic,Caudex Italic,Copyright (c) 2011 Hjort Nidudsson (nidud@users.sourceforge.net)
Caudex,normal,700,Caudex-Bold.ttf,Caudex-Bold,Caudex Bold,Copyright (c) 2011 Hjort Nidudsson (nidud@users.sourceforge.net)
Caudex,italic,700,Caudex-BoldItalic.ttf,Caudex-BoldItalic,Caudex Bold Italic,Copyright (c) 2011 Hjort Nidudsson (nidud@users.sourceforge.net)
Caveat,normal,400,Caveat-Regular.ttf,Caveat-Regular,Caveat Regular,Copyright 2014 The Caveat Project Authors (https://github.com/googlefonts/caveat)
Caveat,normal,700,Caveat-Bold.ttf,Caveat-Bold,Caveat Bold,Copyright 2014 The Caveat Project Authors (https://github.com/googlefonts/caveat)
Caveat Brush,normal,400,CaveatBrush-Regular.ttf,CaveatBrush-Regular,Caveat Brush,Copyright 2015 Google Inc. All Rights Reserved.
Cedarville Cursive,normal,400,Cedarville-Cursive.ttf,Cedarville-Cursive,Cedarville Cursive,"Copyright (c) 2010, Kimberly Geswein (kimberlygeswein.com kimberlygeswein@gmail.com)"
Ceviche One,normal,400,CevicheOne-Regular.ttf,CevicheOne-Regular,Ceviche One,"Copyright (c) 2011 by LatinoType Limitada (luciano@latinotype.com), with Reserved Font Names \Cecivhe\ and \Ceviche One\"
Chakra Petch,normal,300,ChakraPetch-Light.ttf,ChakraPetch-Light,Chakra Petch Light,Copyright 2018 The Chakra Petch Project Authors (https://github.com/m4rc1e/Chakra-Petch.git)
Chakra Petch,italic,300,ChakraPetch-LightItalic.ttf,ChakraPetch-LightItalic,Chakra Petch Light Italic,Copyright 2018 The Chakra Petch Project Authors (https://github.com/m4rc1e/Chakra-Petch.git)
Chakra Petch,normal,400,ChakraPetch-Regular.ttf,ChakraPetch-Regular,Chakra Petch Regular,Copyright 2018 The Chakra Petch Project Authors (https://github.com/m4rc1e/Chakra-Petch.git)
Chakra Petch,italic,400,ChakraPetch-Italic.ttf,ChakraPetch-Italic,Chakra Petch Italic,Copyright 2018 The Chakra Petch Project Authors (https://github.com/m4rc1e/Chakra-Petch.git)
Chakra Petch,normal,500,ChakraPetch-Medium.ttf,ChakraPetch-Medium,Chakra Petch Medium,Copyright 2018 The Chakra Petch Project Authors (https://github.com/m4rc1e/Chakra-Petch.git)
Chakra Petch,italic,500,ChakraPetch-MediumItalic.ttf,ChakraPetch-MediumItalic,Chakra Petch Medium Italic,Copyright 2018 The Chakra Petch Project Authors (https://github.com/m4rc1e/Chakra-Petch.git)
Chakra Petch,normal,600,ChakraPetch-SemiBold.ttf,ChakraPetch-SemiBold,Chakra Petch SemiBold,Copyright 2018 The Chakra Petch Project Authors (https://github.com/m4rc1e/Chakra-Petch.git)
Chakra Petch,italic,600,ChakraPetch-SemiBoldItalic.ttf,ChakraPetch-SemiBoldItalic,Chakra Petch SemiBold Italic,Copyright 2018 The Chakra Petch Project Authors (https://github.com/m4rc1e/Chakra-Petch.git)
Chakra Petch,normal,700,ChakraPetch-Bold.ttf,ChakraPetch-Bold,Chakra Petch Bold,Copyright 2018 The Chakra Petch Project Authors (https://github.com/m4rc1e/Chakra-Petch.git)
Chakra Petch,italic,700,ChakraPetch-BoldItalic.ttf,ChakraPetch-BoldItalic,Chakra Petch Bold Italic,Copyright 2018 The Chakra Petch Project Authors (https://github.com/m4rc1e/Chakra-Petch.git)
Changa,normal,400,Changa[wght].ttf,Changa-ExtraLight,Changa ExtraLight,Copyright 2011 The Changa Project Authors (https://github.com/etunni/Changa)
Changa One,normal,400,ChangaOne-Regular.ttf,ChangaOne,Changa One,"Copyright (c) 2011, Eduardo Tunni (http://www.tipo.net.ar edu@tipo.net.ar), with Reserved Font Name \Changa\"
Changa One,italic,400,ChangaOne-Italic.ttf,ChangaOne-Italic,Changa One Italic,"Copyright (c) 2011, Eduardo Tunni (http://www.tipo.net.ar edu@tipo.net.ar), with Reserved Font Name \Changa\"
Chango,normal,400,Chango-Regular.ttf,Chango-Regular,Chango Regular,"Copyright (c) 2011 Fontstage (info@fontstage.com), with Reserved Font Name \Chango\"
Charm,normal,400,Charm-Regular.ttf,Charm-Regular,Charm Regular,Copyright 2018 The Charm Project Authors (https://github.com/cadsondemak/charm)
Charm,normal,700,Charm-Bold.ttf,Charm-Bold,Charm Bold,Copyright 2018 The Charm Project Authors (https://github.com/cadsondemak/charm)
Charmonman,normal,400,Charmonman-Regular.ttf,Charmonman-Regular,Charmonman Regular,Copyright 2018 The Charmonman Project Authors (https://github.com/cadsondemak/Charmonman)
Charmonman,normal,700,Charmonman-Bold.ttf,Charmonman-Bold,Charmonman Bold,Copyright 2018 The Charmonman Project Authors (https://github.com/cadsondemak/Charmonman)
Chathura,normal,100,Chathura-Thin.ttf,Chathura-Thin,Chathura Thin,Copyright 2009 The Chathura Project Authors.
Chathura,normal,300,Chathura-Light.ttf,Chathura-Light,Chathura Light,Copyright 2009 The Chathura Project Authors.
Chathura,normal,400,Chathura-Regular.ttf,Chathura-Regular,Chathura Regular,Copyright 2009 The Chathura Project Authors.
Chathura,normal,700,Chathura-Bold.ttf,Chathura-Bold,Chathura Bold,Copyright 2009 The Chathura Project Authors.
Chathura,normal,800,Chathura-ExtraBold.ttf,Chathura-ExtraBold,Chathura ExtraBold,Copyright 2009 The Chathura Project Authors.
Chau Philomene One,normal,400,ChauPhilomeneOne-Regular.ttf,ChauPhilomeneOne-Regular,Chau Philomene One Regular,"Copyright (c) 2010-2012, TipoType (produccion.taller@gmail.com), with Reserved Font Name \Chau Philomene\"
Chau Philomene One,italic,400,ChauPhilomeneOne-Italic.ttf,ChauPhilomeneOne-Italic,Chau Philomene One Italic,"Copyright (c) 2010-2012, TipoType (produccion.taller@gmail.com www.tipotype.com), with Reserved Font Name \Chau Philomene\"
Chela One,normal,400,ChelaOne-Regular.ttf,ChelaOne-Regular,Chela One,"Copyright (c) 2012, LatinoType (luciano@latinotype.com), with Reserved Font Names 'Chela'"
Chelsea Market,normal,400,ChelseaMarket-Regular.ttf,ChelseaMarket-Regular,Chelsea Market,"Copyright (c) 2011 by Font Diner, Inc DBA Tart Workshop (diner@fontdiner.com) with Reseved Font Name \Chelsea Market\"
Chenla,normal,400,Chenla.ttf,Chenla,Chenla,"Copyright (c) 2010, Danh Hong (khmertype.blogspot.com danhhong@gmail.com), with Reserved Font Name NiDA Chenla. This Font Software is licensed under the SIL Open Font License, Version 1.1. This license is available with a FAQ at: http://scripts.sil.org/OFL"
Cherry Bomb,normal,400,CherryBomb-Regular.ttf,CherryBomb-Regular,Cherry Bomb Regular,Copyright 2019 The Cherry Bomb Project Authors (https://github.com/satsuyako/CherryBomb)
Cherry Swash,normal,400,CherrySwash-Regular.ttf,CherrySwash-Regular,Cherry Swash,"Copyright (c) 2012, Natalia Kasatkina (kasatkinanataliya@gmail.com)"
Cherry Swash,normal,700,CherrySwash-Bold.ttf,CherrySwash-Bold,Cherry Swash Bold,"Copyright (c) 2012, Natalia Kasatkina (kasatkinanataliya@gmail.com)"
Chicle,normal,400,Chicle-Regular.ttf,Chicle-Regular,Chicle Regular,"Copyright (c) 2007 Angel Koziupa (sudtipos@sudtipos.com), Copyright (c) 2007 Alejandro Paul (sudtipos@sudtipos.com), with Reserved Font Name \Chicle\"
Chilanka,normal,400,Chilanka-Regular.ttf,Chilanka-Regular,Chilanka Regular,Copyright 2019 The Chilanka Project Authors (https://gitlab.com/smc/fonts/chilanka)
Chivo,normal,300,Chivo-Light.ttf,Chivo-Light,Chivo Light,Copyright 2016 The Chivo Project Authors (omnibus.type@gmail.com)
Chivo,italic,300,Chivo-LightItalic.ttf,Chivo-LightItalic,Chivo Light Italic,Copyright 2016 The Chivo Project Authors (omnibus.type@gmail.com)
Chivo,normal,400,Chivo-Regular.ttf,Chivo-Regular,Chivo Regular,Copyright 2016 The Chivo Project Authors (omnibus.type@gmail.com)
Chivo,italic,400,Chivo-Italic.ttf,Chivo-Italic,Chivo Italic,Copyright 2016 The Chivo Project Authors (omnibus.type@gmail.com)
Chivo,normal,700,Chivo-Bold.ttf,Chivo-Bold,Chivo Bold,Copyright 2016 The Chivo Project Authors (omnibus.type@gmail.com)
Chivo,italic,700,Chivo-BoldItalic.ttf,Chivo-BoldItalic,Chivo Bold Italic,Copyright 2016 The Chivo Project Authors (omnibus.type@gmail.com)
Chivo,normal,900,Chivo-Black.ttf,Chivo-Black,Chivo Black,Copyright 2016 The Chivo Project Authors (omnibus.type@gmail.com)
Chivo,italic,900,Chivo-BlackItalic.ttf,Chivo-BlackItalic,Chivo Black Italic,Copyright 2016 The Chivo Project Authors (omnibus.type@gmail.com)
Chonburi,normal,400,Chonburi-Regular.ttf,Chonburi-Regular,Chonburi,"Copyright (c) 2015, Cadson Demak (info@cadsondemak.com)"
Cinzel,normal,400,Cinzel-Regular.ttf,Cinzel-Regular,Cinzel Regular,"Copyright  2012 Natanael Gama (info@ndiscovered.com), with Reserved Font Name \'Cinzel\'"
Cinzel,normal,700,Cinzel-Bold.ttf,Cinzel-Bold,Cinzel Bold,"Copyright  2012 Natanael Gama (info@ndiscovered.com), with Reserved Font Name \'Cinzel\'"
Cinzel,normal,900,Cinzel-Black.ttf,Cinzel-Black,Cinzel Black,"Copyright  2012 Natanael Gama (info@ndiscovered.com), with Reserved Font Name \'Cinzel\'"
Cinzel Decorative,normal,400,CinzelDecorative-Regular.ttf,CinzelDecorative-Regular,Cinzel Decorative Regular,"Copyright  2012 Natanael Gama (info@ndiscovered.com), with Reserved Font Name \'Cinzel\'"
Cinzel Decorative,normal,700,CinzelDecorative-Bold.ttf,CinzelDecorative-Bold,Cinzel Decorative Bold,"Copyright  2012 Natanael Gama (info@ndiscovered.com), with Reserved Font Name \'Cinzel\'"
Cinzel Decorative,normal,900,CinzelDecorative-Black.ttf,CinzelDecorative-Black,Cinzel Decorative Black,"Copyright  2012 Natanael Gama (info@ndiscovered.com), with Reserved Font Name \'Cinzel\'"
Clicker Script,normal,400,ClickerScript-Regular.ttf,ClickerScript-Regular,Clicker Script,"Copyright (c) 2012 by Brian J. Bonislawsky and Jim Lyles for Astigmatic (AOETI) (astigma@astigmatic.com), with Reserved Font Name \Clicker Script\"
Coda,normal,400,Coda-Regular.ttf,Coda-Regular,Coda Regular,"Copyright (c) 2010-2012, Vernon Adams (vern@newtypography.co.uk), with Reserved Font Names \Coda\"
Coda,normal,800,Coda-ExtraBold.ttf,Coda-ExtraBold,Coda ExtraBold,"Copyright (c) 2010-2012, Vernon Adams (vern@newtypography.co.uk), with Reserved Font Names \Coda\"
Coda Caption,normal,800,CodaCaption-ExtraBold.ttf,CodaCaption-ExtraBold,Coda Caption ExtraBold,Copyright (c) 2009 by vernon adams. All rights reserved.
Codystar,normal,300,Codystar-Light.ttf,Codystar-Light,Codystar Light,"Copyright (c) 2012 by Font Diner, Inc DBA Neapolitan (diner@fontdiner.com) with Reseved Font Name \Codystar Light\"
Codystar,normal,400,Codystar-Regular.ttf,Codystar,Codystar,"Copyright (c) 2012 by Font Diner, Inc DBA Neapolitan (diner@fontdiner.com) with Reseved Font Name \Codystar\"
Coiny,normal,400,Coiny-Regular.ttf,Coiny-Regular,Coiny Regular,Copyright 2015 Marcelo Magalhaes (marcelommp@gmail.com @marcelommp)
Combo,normal,400,Combo-Regular.ttf,Combo-Regular,Combo,"Copyright (c) 2012, Eduardo Tunni (http://www.tipo.net.ar edu@tipo.net.ar), with Reserved Font Name 'Combo'"
Comfortaa,normal,400,Comfortaa[wght].ttf,Comfortaa-Regular,Comfortaa Regular,"Copyright 2011 The Comfortaa Project Authors (https://github.com/alexeiva/comfortaa), with Reserved Font Name \Comfortaa\."
Comic Neue,normal,300,ComicNeue-Light.ttf,ComicNeue-Light,Comic Neue Light,Copyright 2014 The Comic Neue Project Authors (https://github.com/crozynski/comicneue)
Comic Neue,italic,300,ComicNeue-LightItalic.ttf,ComicNeue-LightItalic,Comic Neue Light Italic,Copyright 2014 The Comic Neue Project Authors (https://github.com/crozynski/comicneue)
Comic Neue,normal,400,ComicNeue-Regular.ttf,ComicNeue-Regular,Comic Neue Regular,Copyright 2014 The Comic Neue Project Authors (https://github.com/crozynski/comicneue)
Comic Neue,italic,400,ComicNeue-Italic.ttf,ComicNeue-Italic,Comic Neue Italic,Copyright 2014 The Comic Neue Project Authors (https://github.com/crozynski/comicneue)
Comic Neue,normal,700,ComicNeue-Bold.ttf,ComicNeue-Bold,Comic Neue Bold,Copyright 2014 The Comic Neue Project Authors (https://github.com/crozynski/comicneue)
Comic Neue,italic,700,ComicNeue-BoldItalic.ttf,ComicNeue-BoldItalic,Comic Neue Bold Italic,Copyright 2014 The Comic Neue Project Authors (https://github.com/crozynski/comicneue)
Concert One,normal,400,ConcertOne-Regular.ttf,ConcertOne-Regular,Concert One,"Copyright (c) 2011, 2011 Johan Kallas (johankallas@gmail.com), Copyright (c) 2011, 2011 Mihkel Virkus (mihkelvirkus@gmail.com), with Reserved Font Name Concert."
Condiment,normal,400,Condiment-Regular.ttf,Condiment-Regular,Condiment,"Copyright (c) 2010 Angel Koziupa (sudtipos@sudtipos.com), Copyright (c) 2010 Alejandro Paul (sudtipos@sudtipos.com), with Reserved Font Name \Condiment\"
Content,normal,400,Content-Regular.ttf,Content,Content,"Copyright (c) 2010, Danh Hong (khmertype.blogspot.com danhhong@gmail.com), with Reserved Font Name Khmer OS Content. This Font Software is licensed under the SIL Open Font License, Version 1.1. This license is available with a FAQ at: http://scripts.sil.org/OFL"
Content,normal,700,Content-Bold.ttf,Content-Bold,Content Bold,"Copyright (c) 2010, Danh Hong (khmertype.blogspot.com danhhong@gmail.com), with Reserved Font Name Khmer OS Content. This Font Software is licensed under the SIL Open Font License, Version 1.1. This license is available with a FAQ at: http://scripts.sil.org/OFL"
Contrail One,normal,400,ContrailOne-Regular.ttf,ContrailOne-Regular,Contrail One,"Copyright (c) 2011, Sorkin Type Co (www.sorkintype.com eben@eyebytes.com) with Reserved Font Names \Contrail\ and \Contrail One\."
Convergence,normal,400,Convergence-Regular.ttf,Convergence-Regular,Convergence-Regular,"Copyright (c) 2010 by Jos Nicols Silva Schwarzenberg.<info@nsilva.com> and John Vargas Beltran <http://www.johnvargasbeltran.com/>, with Reserved Font Names \Convergence\."
Cookie,normal,400,Cookie-Regular.ttf,Cookie-Regular,Cookie-Regular,"Copyright (c) 2011 by Ania Kruk (hello@aniakruk.com), with Reserved Font Name Cookie."
Copse,normal,400,Copse-Regular.ttf,Copse,Copse,"\Copyright (c) 2010, Daniel Rhatigan (sparky@ultrasparky.org) with Reserved Font Name Copse\"
Corben,normal,400,Corben-Regular.ttf,Corben-Regular,Corben Regular,"Copyright (c) 2010, 2011 by vernon adams (vern@newtypography.co.uk) with Reserved Font Name 'Corben'."
Corben,normal,700,Corben-Bold.ttf,Corben,Corben,"Copyright (c) 2010, 2011 by vernon adams (vern@newtypography.co.uk) with Reserved Font Name 'Corben'. All rights reserved."
Cormorant,normal,300,Cormorant-Light.ttf,Cormorant-Light,Cormorant Light,Copyright 2015 The Cormorant Project Authors (github.com/CatharsisFonts/Cormorant)
Cormorant,italic,300,Cormorant-LightItalic.ttf,Cormorant-LightItalic,Cormorant Light Italic,Copyright 2015 The Cormorant Project Authors (github.com/CatharsisFonts/Cormorant)
Cormorant,normal,400,Cormorant-Regular.ttf,Cormorant-Regular,Cormorant Regular,Copyright 2015 The Cormorant Project Authors (github.com/CatharsisFonts/Cormorant)
Cormorant,italic,400,Cormorant-Italic.ttf,Cormorant-Italic,Cormorant Italic,Copyright 2015 The Cormorant Project Authors (github.com/CatharsisFonts/Cormorant)
Cormorant,normal,500,Cormorant-Medium.ttf,Cormorant-Medium,Cormorant Medium,Copyright 2015 The Cormorant Project Authors (github.com/CatharsisFonts/Cormorant)
Cormorant,italic,500,Cormorant-MediumItalic.ttf,Cormorant-MediumItalic,Cormorant Medium Italic,Copyright 2015 The Cormorant Project Authors (github.com/CatharsisFonts/Cormorant)
Cormorant,normal,600,Cormorant-SemiBold.ttf,Cormorant-SemiBold,Cormorant SemiBold,Copyright 2015 The Cormorant Project Authors (github.com/CatharsisFonts/Cormorant)
Cormorant,italic,600,Cormorant-SemiBoldItalic.ttf,Cormorant-SemiBoldItalic,Cormorant SemiBold Italic,Copyright 2015 The Cormorant Project Authors (github.com/CatharsisFonts/Cormorant)
Cormorant,normal,700,Cormorant-Bold.ttf,Cormorant-Bold,Cormorant Bold,Copyright 2015 The Cormorant Project Authors (github.com/CatharsisFonts/Cormorant)
Cormorant,italic,700,Cormorant-BoldItalic.ttf,Cormorant-BoldItalic,Cormorant Bold Italic,Copyright 2015 The Cormorant Project Authors (github.com/CatharsisFonts/Cormorant)
Cormorant Garamond,normal,300,CormorantGaramond-Light.ttf,CormorantGaramond-Light,Cormorant Garamond Light,Copyright 2015 The Cormorant Project Authors (github.com/CatharsisFonts/Cormorant)
Cormorant Garamond,italic,300,CormorantGaramond-LightItalic.ttf,CormorantGaramond-LightItalic,Cormorant Garamond Light Italic,Copyright 2015 The Cormorant Project Authors (github.com/CatharsisFonts/Cormorant)
Cormorant Garamond,normal,400,CormorantGaramond-Regular.ttf,CormorantGaramond-Regular,Cormorant Garamond Regular,Copyright 2015 The Cormorant Project Authors (github.com/CatharsisFonts/Cormorant)
Cormorant Garamond,italic,400,CormorantGaramond-Italic.ttf,CormorantGaramond-Italic,Cormorant Garamond Italic,Copyright 2015 The Cormorant Project Authors (github.com/CatharsisFonts/Cormorant)
Cormorant Garamond,normal,500,CormorantGaramond-Medium.ttf,CormorantGaramond-Medium,Cormorant Garamond Medium,Copyright 2015 The Cormorant Project Authors (github.com/CatharsisFonts/Cormorant)
Cormorant Garamond,italic,500,CormorantGaramond-MediumItalic.ttf,CormorantGaramond-MediumItalic,Cormorant Garamond Medium Italic,Copyright 2015 The Cormorant Project Authors (github.com/CatharsisFonts/Cormorant)
Cormorant Garamond,normal,600,CormorantGaramond-SemiBold.ttf,CormorantGaramond-SemiBold,Cormorant Garamond SemiBold,Copyright 2015 The Cormorant Project Authors (github.com/CatharsisFonts/Cormorant)
Cormorant Garamond,italic,600,CormorantGaramond-SemiBoldItalic.ttf,CormorantGaramond-SemiBoldItalic,Cormorant Garamond SemiBold Italic,Copyright 2015 The Cormorant Project Authors (github.com/CatharsisFonts/Cormorant)
Cormorant Garamond,normal,700,CormorantGaramond-Bold.ttf,CormorantGaramond-Bold,Cormorant Garamond Bold,Copyright 2015 The Cormorant Project Authors (github.com/CatharsisFonts/Cormorant)
